"indicator_id","region_id","date","value"
"ZSFH","99997","2003-12-31","125678"
"ZSFH","99997","2003-11-30","124429"
"ZSFH","99997","2003-10-31","123431"
"ZSFH","99997","2003-09-30","121293"
"ZSFH","99997","2003-08-31","120349"
"ZSFH","99997","2003-07-31","119246"
"ZSFH","99997","2003-06-30","119198"
"ZSFH","99997","2003-05-31","118449"
"ZSFH","99997","2003-04-30","117349"
"ZSFH","99997","2003-03-31","116601"
"ZSFH","99997","2003-02-28","117153"
"ZSFH","99997","2003-01-31","117472"
"ZSFH","99995","2003-12-31","183389.287238971"
"ZSFH","99995","2003-11-30","184279.013106266"
"ZSFH","99995","2003-10-31","184798.436699693"
"ZSFH","99995","2003-09-30","184671.144224983"
"ZSFH","99995","2003-08-31","184099.946028098"
"ZSFH","99995","2003-07-31","184090.541407822"
"ZSFH","99995","2003-06-30","184420.317995706"
"ZSFH","99995","2003-05-31","184627.866405744"
"ZSFH","99995","2003-04-30","184506.282168059"
"ZSFH","99995","2003-03-31","183970.871688545"
"ZSFH","99995","2003-02-28","184080.810684248"
"ZSFH","99995","2003-01-31","182818.642404168"
"ZSFH","9999","2003-12-31","109329.671623619"
"ZSFH","9999","2003-11-30","108129.683888351"
"ZSFH","9999","2003-10-31","106757.039857468"
"ZSFH","9999","2003-09-30","105146.47131422"
"ZSFH","9999","2003-08-31","103712.346093279"
"ZSFH","9999","2003-07-31","102575.134171178"
"ZSFH","9999","2003-06-30","102013.91858556"
"ZSFH","9999","2003-05-31","101505.770973384"
"ZSFH","9999","2003-04-30","101025.986117867"
"ZSFH","9999","2003-03-31","100389.649744339"
"ZSFH","9999","2003-02-28","99666.9134014761"
"ZSFH","9999","2003-01-31","99189.6277037917"
"ZSFH","99972","2003-12-31","68834"
"ZSFH","99972","2003-11-30","68442"
"ZSFH","99972","2003-10-31","67856"
"ZSFH","99972","2003-09-30","67081"
"ZSFH","99972","2003-08-31","67070"
"ZSFH","99972","2003-07-31","67221"
"ZSFH","99972","2003-06-30","67489"
"ZSFH","99972","2003-05-31","67408"
"ZSFH","99972","2003-04-30","67016"
"ZSFH","99972","2003-03-31","66912"
"ZSFH","99972","2003-02-28","66957"
"ZSFH","99972","2003-01-31","67053"
"ZSFH","99971","2003-12-31","99923"
"ZSFH","99971","2003-11-30","99281"
"ZSFH","99971","2003-10-31","98432"
"ZSFH","99971","2003-09-30","97099"
"ZSFH","99971","2003-08-31","96316"
"ZSFH","99971","2003-07-31","95785"
"ZSFH","99971","2003-06-30","94665"
"ZSFH","99971","2003-05-31","93506"
"ZSFH","99971","2003-04-30","92211"
"ZSFH","99971","2003-03-31","91988"
"ZSFH","99971","2003-02-28","92593"
"ZSFH","99971","2003-01-31","93258"
"ZSFH","99968","2003-12-31","178601.878924537"
"ZSFH","99968","2003-11-30","177893.216654054"
"ZSFH","99968","2003-10-31","176938.607633881"
"ZSFH","99968","2003-09-30","175740.593308553"
"ZSFH","99968","2003-08-31","174793.971749115"
"ZSFH","99968","2003-07-31","174079.257967602"
"ZSFH","99968","2003-06-30","173597.728881417"
"ZSFH","99968","2003-05-31","173201.313814417"
"ZSFH","99968","2003-04-30","172896.525279151"
"ZSFH","99968","2003-03-31","172627.799855065"
"ZSFH","99968","2003-02-28","172397.831348809"
"ZSFH","99968","2003-01-31","172215.887934039"
"ZSFH","99965","2003-12-31","234839.956069706"
"ZSFH","99965","2003-11-30","232781.887744847"
"ZSFH","99965","2003-10-31","230480.623609672"
"ZSFH","99965","2003-09-30","227788.909985373"
"ZSFH","99965","2003-08-31","225124.859556016"
"ZSFH","99965","2003-07-31","222839.645365595"
"ZSFH","99965","2003-06-30","221438.683100097"
"ZSFH","99965","2003-05-31","220274.950801204"
