"indicator_id","region_id","date","value"
"ZSFH","99997","2002-12-31","117411"
"ZSFH","99997","2002-11-30","116332"
"ZSFH","99997","2002-10-31","115068"
"ZSFH","99997","2002-09-30","114855"
"ZSFH","99997","2002-08-31","114465"
"ZSFH","99997","2002-07-31","114522"
"ZSFH","99997","2002-06-30","114475"
"ZSFH","99997","2002-05-31","115406"
"ZSFH","99997","2002-04-30","116345"
"ZSFH","99997","2002-03-31","116940"
"ZSFH","99997","2002-02-28","116399"
"ZSFH","99997","2002-01-31","115744"
"ZSFH","99995","2002-12-31","181119.002226345"
"ZSFH","99995","2002-11-30","180105.63658758"
"ZSFH","99995","2002-10-31","180256.457096247"
"ZSFH","99995","2002-09-30","182811.946480947"
"ZSFH","99995","2002-08-31","184578.068387815"
"ZSFH","99995","2002-07-31","186490.048631677"
"ZSFH","99995","2002-06-30","186743.76617106"
"ZSFH","99995","2002-05-31","187058.540573951"
"ZSFH","99995","2002-04-30","187466.744873772"
"ZSFH","99995","2002-03-31","187164.636479376"
"ZSFH","99995","2002-02-28","187139.111620912"
"ZSFH","99995","2002-01-31","186670.777183479"
"ZSFH","9999","2002-12-31","98662.8640353789"
"ZSFH","9999","2002-11-30","98171.3669860519"
"ZSFH","9999","2002-10-31","97363.101540331"
"ZSFH","9999","2002-09-30","96643.0716884402"
"ZSFH","9999","2002-08-31","95884.3347620547"
"ZSFH","9999","2002-07-31","95387.7552217337"
"ZSFH","9999","2002-06-30","95040.1273238545"
"ZSFH","9999","2002-05-31","94663.6914827431"
"ZSFH","9999","2002-04-30","94035.8669026212"
"ZSFH","9999","2002-03-31","93042.2762852029"
"ZSFH","9999","2002-02-28","92003.3581559787"
"ZSFH","9999","2002-01-31","91099.5788050282"
"ZSFH","99972","2002-12-31","66898"
"ZSFH","99972","2002-11-30","66996"
"ZSFH","99972","2002-10-31","67229"
"ZSFH","99972","2002-09-30","67670"
"ZSFH","99972","2002-08-31","67611"
"ZSFH","99972","2002-07-31","67616"
"ZSFH","99972","2002-06-30","67356"
"ZSFH","99972","2002-05-31","67132"
"ZSFH","99972","2002-04-30","66828"
"ZSFH","99972","2002-03-31","66689"
"ZSFH","99972","2002-02-28","66533"
"ZSFH","99972","2002-01-31","66638"
"ZSFH","99971","2002-12-31","93521"
"ZSFH","99971","2002-11-30","93522"
"ZSFH","99971","2002-10-31","93404"
"ZSFH","99971","2002-09-30","93304"
"ZSFH","99971","2002-08-31","92951"
"ZSFH","99971","2002-07-31","92771"
"ZSFH","99971","2002-06-30","92656"
"ZSFH","99971","2002-05-31","93018"
"ZSFH","99971","2002-04-30","92896"
"ZSFH","99971","2002-03-31","92790"
"ZSFH","99971","2002-02-28","92276"
"ZSFH","99971","2002-01-31","92201"
"ZSFH","99968","2002-12-31","172164.803159538"
"ZSFH","99968","2002-11-30","172001.520247048"
"ZSFH","99968","2002-10-31","171656.251610928"
"ZSFH","99968","2002-09-30","171199.531552925"
"ZSFH","99968","2002-08-31","170781.79888621"
"ZSFH","99968","2002-07-31","170553.4338009"
"ZSFH","99968","2002-06-30","170331.49093708"
"ZSFH","99968","2002-05-31","170160.977521572"
"ZSFH","99968","2002-04-30","169942.703303543"
"ZSFH","99968","2002-03-31","169664.727353547"
"ZSFH","99968","2002-02-28","169354.957006979"
"ZSFH","99968","2002-01-31","169001.491779532"
"ZSFH","99965","2002-12-31","217825.496644341"
"ZSFH","99965","2002-11-30","216912.502772379"
"ZSFH","99965","2002-10-31","216227.359684532"
"ZSFH","99965","2002-09-30","215649.884378593"
"ZSFH","99965","2002-08-31","214970.346493114"
"ZSFH","99965","2002-07-31","214327.704086868"
"ZSFH","99965","2002-06-30","213816.21643551"
"ZSFH","99965","2002-05-31","213770.949213156"
"ZSFH","99965","2002-04-30","213871.854123531"
"ZSFH","99965","2002-03-31","213994.347355081"
"ZSFH","99965","2002-02-28","214462.451569802"
"ZSFH","99965","2002-01-31","214559.557797912"
"ZSFH","99964","2002-12-31","220331.356681913"
"ZSFH","99964","2002-11-30","219245.489308545"
"ZSFH","99964","2002-10-31","218522.867543801"
"ZSFH","99964","2002-09-30","217894.786704354"
"ZSFH","99964","2002-08-31","217258.177416333"
"ZSFH","99964","2002-07-31","216384.400035856"
"ZSFH","99964","2002-06-30","215702.110627828"
"ZSFH","99964","2002-05-31","215164.470900983"
"ZSFH","99964","2002-04-30","214715.881054425"
"ZSFH","99964","2002-03-31","214273.270915372"
"ZSFH","99964","2002-02-28","214456.117566098"
"ZSFH","99964","2002-01-31","214558.839447709"
"ZSFH","99963","2002-12-31","174279.491276161"
"ZSFH","99963","2002-11-30","173395.026077634"
"ZSFH","99963","2002-10-31","172863.488622432"
"ZSFH","99963","2002-09-30","172191.796726593"
"ZSFH","99963","2002-08-31","171348.059952961"
"ZSFH","99963","2002-07-31","170407.083482174"
"ZSFH","99963","2002-06-30","169880.213394951"
"ZSFH","99963","2002-05-31","169679.705483723"
"ZSFH","99963","2002-04-30","169605.58940574"
"ZSFH","99963","2002-03-31","169507.808977986"
"ZSFH","99963","2002-02-28","169738.519236135"
"ZSFH","99963","2002-01-31","169684.808809703"
"ZSFH","99962","2002-12-31","204429.54271063"
"ZSFH","99962","2002-11-30","203772.643281439"
"ZSFH","99962","2002-10-31","203341.209181418"
"ZSFH","99962","2002-09-30","202500.886204999"
"ZSFH","99962","2002-08-31","201457.205921209"
"ZSFH","99962","2002-07-31","200021.008746045"
"ZSFH","99962","2002-06-30","198957.232932415"
"ZSFH","99962","2002-05-31","198337.395326219"
"ZSFH","99962","2002-04-30","198072.08704475"
"ZSFH","99962","2002-03-31","197900.896827591"
"ZSFH","99962","2002-02-28","198087.747191558"
"ZSFH","99962","2002-01-31","198057.863175971"
"ZSFH","99961","2002-12-31","171690.971412144"
"ZSFH","99961","2002-11-30","170996.187070568"
"ZSFH","99961","2002-10-31","170526.628339214"
"ZSFH","99961","2002-09-30","169976.620604255"
"ZSFH","99961","2002-08-31","169222.772819907"
"ZSFH","99961","2002-07-31","168336.101285285"
"ZSFH","99961","2002-06-30","167680.557578657"
"ZSFH","99961","2002-05-31","167314.124300398"
"ZSFH","99961","2002-04-30","167109.489064872"
"ZSFH","99961","2002-03-31","166929.76114202"
"ZSFH","99961","2002-02-28","167107.474784673"
"ZSFH","99961","2002-01-31","166928.454034476"
"ZSFH","99960","2002-12-31","207002.236351922"
"ZSFH","99960","2002-11-30","206830.916404755"
"ZSFH","99960","2002-10-31","206388.216129259"
"ZSFH","99960","2002-09-30","206277.682573923"
"ZSFH","99960","2002-08-31","205652.705840344"
"ZSFH","99960","2002-07-31","204993.852021657"
"ZSFH","99960","2002-06-30","203590.245912636"
"ZSFH","99960","2002-05-31","202864.880779398"
"ZSFH","99960","2002-04-30","202428.25460278"
"ZSFH","99960","2002-03-31","202421.015742623"
"ZSFH","99960","2002-02-28","202625.310178533"
"ZSFH","99960","2002-01-31","202049.406957303"
"ZSFH","99959","2002-12-31","177716.332418668"
"ZSFH","99959","2002-11-30","177718.923038986"
"ZSFH","99959","2002-10-31","178057.582059252"
"ZSFH","99959","2002-09-30","178221.109429596"
"ZSFH","99959","2002-08-31","178565.679070701"
"ZSFH","99959","2002-07-31","178291.07140714"
"ZSFH","99959","2002-06-30","177798.671370673"
"ZSFH","99959","2002-05-31","177244.631753741"
"ZSFH","99959","2002-04-30","176758.957436733"
"ZSFH","99959","2002-03-31","175864.008507017"
"ZSFH","99959","2002-02-28","176485.408349805"
"ZSFH","99959","2002-01-31","176393.612008563"
